SCRIP_CD,Scrip_Name,Status,GROUP,FACE_VALUE,ISIN_NUMBER,INDUSTRY,scrip_id,Segment,NSURL,Issuer_Name,Mktcap
500002,ABB India Ltd,Active,A,2.0,INE117A01022,,ABB,Equity,https://www.bseindia.com/stock-share-price/abb-india-ltd/abb/500002/,ABB India Limited,163635.65
500003,Aegis Logistics Ltd,Active,A,1.0,INE208C01025,,AEGISLOG,Equity,https://www.bseindia.com/stock-share-price/aegis-logistics-ltd/aegislog/500003/,Aegis Logistics Ltd.,49076.82
500008,Amara Raja Energy & Mobility Ltd,Active,A,1.0,INE885A01032,,ARE&M,Equity,https://www.bseindia.com/stock-share-price/amara-raja-energy--mobility-ltd/arem/500008/,Amara Raja Energy & Mobility Limited,16952.72
500009,Ambalal Sarabhai Enterprises Ltd,Active,B,10.0,INE432A01017,,AMBALALSA,Equity,https://www.bseindia.com/stock-share-price/ambalal-sarabhai-enterprises-ltd/ambalalsa/500009/,Ambalal Sarabhai Enterprise Ltd.,336.65
500012,Andhra Petrochemicals Ltd,Active,X,10.0,INE714B01016,,ANDHRAPET,Equity,https://www.bseindia.com/stock-share-price/andhra-petrochemicals-ltd/andhrapet/500012/,Andhra Petrochemicals Ltd.,391.63
500013,Ansal Properties & Infrastructure Ltd,Active,Z,5.0,INE436A01026,,ANSALAPI,Equity,https://www.bseindia.com/stock-share-price/ansal-properties--infrastructure-ltd/ansalapi/500013/,Ansal Properties & Infrastructure Ltd.,55.56
500014,Utique Enterprises Ltd,Active,X,10.0,INE096A01010,,UTIQUE,Equity,https://www.bseindia.com/stock-share-price/utique-enterprises-ltd/utique/500014/,UTIQUE ENTERPRISES LIMITED,20.49
500016,Aruna Hotels Ltd,Active,X,10.0,INE957C01019,,ARUNAHTEL,Equity,https://www.bseindia.com/stock-share-price/aruna-hotels-ltd/arunahtel/500016/,Aruna Hotels Ltd.,24.98
500020,Bombay Dyeing & Manufacturing Company Ltd,Active,B,2.0,INE032A01023,,BOMDYEING,Equity,https://www.bseindia.com/stock-share-price/bombay-dyeing--manufacturing-company-ltd/bomdyeing/500020/,Bombay Dyeing & Mfg. Co. Ltd.,2486.68
500023,Asian Hotels (North) Ltd,Active,B,10.0,INE363A01022,,ASIANHOTNR,Equity,https://www.bseindia.com/stock-share-price/asian-hotels-(north)-ltd/asianhotnr/500023/,Asian Hotels (North) Limited,1349.34
500027,Atul Ltd,Active,A,10.0,INE100A01010,,ATUL,Equity,https://www.bseindia.com/stock-share-price/atul-ltd/atul/500027/,Atul Limited.,20005.82
500028,ATV Projects India Ltd,Active,X,10.0,INE447A01015,,ATVPR,Equity,https://www.bseindia.com/stock-share-price/atv-projects-india-ltd/atvpr/500028/,ATV Projects India Ltd,140.55
500031,Bajaj Electricals Ltd,Active,A,2.0,INE193E01025,,BAJAJELEC,Equity,https://www.bseindia.com/stock-share-price/bajaj-electricals-ltd/bajajelec/500031/,Bajaj Electricals Ltd.,4418.97
500032,Bajaj Hindusthan Sugar Ltd,Active,B,1.0,INE306A01021,,BAJAJHIND,Equity,https://www.bseindia.com/stock-share-price/bajaj-hindusthan-sugar-ltd/bajajhind/500032/,Bajaj Hindusthan Sugar Limited,4193.23
500033,Force Motors Ltd,Active,A,10.0,INE451A01017,,FORCEMOT,Equity,https://www.bseindia.com/stock-share-price/force-motors-ltd/forcemot/500033/,Force Motors Limited,24358.49
500034,Bajaj Finance Ltd,Active,A,1.0,INE296A01032,,BAJFINANCE,Equity,https://www.bseindia.com/stock-share-price/bajaj-finance-ltd/bajfinance/500034/,Bajaj Finance Limited,715922.80
500038,Balrampur Chini Mills Ltd,Active,A,1.0,INE119A01028,,BALRAMCHIN,Equity,https://www.bseindia.com/stock-share-price/balrampur-chini-mills-ltd/balramchin/500038/,BALRAMPUR CHINI MILLS LTD,13282.25
500039,Banco Products (India) Ltd,Active,A,2.0,INE213C01025,,BANCOINDIA,Equity,https://www.bseindia.com/stock-share-price/banco-products-(india)-ltd/bancoindia/500039/,Banco Products (India) Ltd.,9773.02
500040,Aditya Birla Real Estate Ltd,Active,A,10.0,INE055A01016,,ABREL,Equity,https://www.bseindia.com/stock-share-price/aditya-birla-real-estate-ltd/abrel/500040/,ADITYA BIRLA REAL ESTATE LIMITED,15528.49
500041,Bannari Amman Sugars Ltd,Active,B,10.0,INE459A01010,,BANARISUG,Equity,https://www.bseindia.com/stock-share-price/bannari-amman-sugars-ltd/banarisug/500041/,Bannari Amman Sugars Ltd.,4353.78
500042,BASF India Ltd,Active,A,10.0,INE373A01013,,BASF,Equity,https://www.bseindia.com/stock-share-price/basf-india-ltd/basf/500042/,BASF India Ltd,17849.05
500043,Bata India Ltd,Active,A,5.0,INE176A01028,,BATAINDIA,Equity,https://www.bseindia.com/stock-share-price/bata-india-ltd/bataindia/500043/,Bata India Limited,9347.81
500048,BEML Ltd,Active,A,5.0,INE258A01024,,BEML,Equity,https://www.bseindia.com/stock-share-price/beml-ltd/beml/500048/,BEML Ltd,14369.85
500049,Bharat Electronics Ltd,Active,A,1.0,INE263A01024,,BEL,Equity,https://www.bseindia.com/stock-share-price/bharat-electronics-ltd/bel/500049/,Bharat Electronics Ltd.,291769.82
500051,Bhagawati Gas Ltd,Active,XT,10.0,INE099C01010,,BHAGGAS,Equity,https://www.bseindia.com/stock-share-price/bhagawati-gas-ltd/bhaggas/500051/,Bhagawati Gas Limited,19.55
500052,Bhansali Engineering Polymers Ltd,Active,B,1.0,INE922A01025,,BEPL,Equity,https://www.bseindia.com/stock-share-price/bhansali-engineering-polymers-ltd/bepl/500052/,Bhansali Engineering Polymers Ltd.,3043.54
500058,Bihar Sponge Iron Ltd,Active,X,10.0,INE819C01011,,BIHSPONG,Equity,https://www.bseindia.com/stock-share-price/bihar-sponge-iron-ltd/bihspong/500058/,Bihar Sponge Iron Ltd,111.13
500059,Bil Vyapar Ltd,Active,T,10.0,INE071A01013,,BILVYAPAR,Equity,https://www.bseindia.com/stock-share-price/bil-vyapar-ltd/bilvyapar/500059/,BIL VYAPAR LIMITED,12.86
500060,Birla Cable Ltd,Active,T,10.0,INE800A01015,,BIRLACABLE,Equity,https://www.bseindia.com/stock-share-price/birla-cable-ltd/birlacable/500060/,Birla Cable Limited,746.10
500067,Blue Star Ltd,Active,A,2.0,INE472A01039,,BLUESTARCO,Equity,https://www.bseindia.com/stock-share-price/blue-star-ltd/bluestarco/500067/,Blue Star Ltd,32384.33
500068,Disa India Ltd,Active,B,10.0,INE131C01011,,DISAQ,Equity,https://www.bseindia.com/stock-share-price/disa-india-ltd/disaq/500068/,Disa India Ltd.,1700.37
500069,Quest Capital Markets Ltd,Active,X,10.0,INE418C01012,,QUESTCAP,Equity,https://www.bseindia.com/stock-share-price/quest-capital-markets-ltd/questcap/500069/,QUEST CAPITAL MARKETS LIMITED,261.00
500074,BPL Ltd,Active,B,10.0,INE110A01019,,BPL,Equity,https://www.bseindia.com/stock-share-price/bpl-ltd/bpl/500074/,BPL Ltd.,262.02
500078,Oriental Aromatics Ltd,Active,B,5.0,INE959C01023,,OAL,Equity,https://www.bseindia.com/stock-share-price/oriental-aromatics-ltd/oal/500078/,ORIENTAL AROMATICS LIMITED,1280.86
500083,Century Extrusions Ltd,Active,B,1.0,INE281A01026,,CENTEXT,Equity,https://www.bseindia.com/stock-share-price/century-extrusions-ltd/centext/500083/,Century Extrusions Ltd.,181.52
500084,CESC Ltd,Active,A,1.0,INE486A01021,,CESC,Equity,https://www.bseindia.com/stock-share-price/cesc-ltd/cesc/500084/,CESC Limited,21540.52
500085,Chambal Fertilisers & Chemicals Ltd,Active,A,10.0,INE085A01013,,CHAMBLFERT,Equity,https://www.bseindia.com/stock-share-price/chambal-fertilisers--chemicals-ltd/chamblfert/500085/,Chambal Fertilisers & Chemicals Ltd,18389.94
500086,Exide Industries Ltd,Active,A,1.0,INE302A01020,,EXIDEIND,Equity,https://www.bseindia.com/stock-share-price/exide-industries-ltd/exideind/500086/,Exide Industries Ltd.,40268.75
500087,Cipla Ltd,Active,A,2.0,INE059A01026,,CIPLA,Equity,https://www.bseindia.com/stock-share-price/cipla-ltd/cipla/500087/,Cipla Ltd.,119157.18
500089,DIC India Ltd,Active,B,10.0,INE303A01010,,DICIND,Equity,https://www.bseindia.com/stock-share-price/dic-india-ltd/dicind/500089/,DIC India Ltd,480.98
500092,Crisil Ltd,Active,A,1.0,INE007A01025,,CRISIL,Equity,https://www.bseindia.com/stock-share-price/crisil-ltd/crisil/500092/,CRISIL Ltd.,33256.97
500093,CG Power and Industrial Solutions Ltd,Active,A,2.0,INE067A01029,,CGPOWER,Equity,https://www.bseindia.com/stock-share-price/cg-power-and-industrial-solutions-ltd/cgpower/500093/,CG Power and Industrial Solutions Limited,138620.42
500096,Dabur India Ltd,Active,A,1.0,INE016A01026,,DABUR,Equity,https://www.bseindia.com/stock-share-price/dabur-india-ltd/dabur/500096/,Dabur India Ltd.,73441.63
500097,Dalmia Bharat Sugar and Industries Ltd,Active,B,2.0,INE495A01022,,DALMIASUG,Equity,https://www.bseindia.com/stock-share-price/dalmia-bharat-sugar-and-industries-ltd/dalmiasug/500097/,Dalmia Bharat Sugar and Industries Ltd,3204.79
500101,Arvind Ltd,Active,A,10.0,INE034A01011,,ARVIND,Equity,https://www.bseindia.com/stock-share-price/arvind-ltd/arvind/500101/,Arvind Ltd.,14331.17
500103,Bharat Heavy Electricals Ltd,Active,A,2.0,INE257A01026,,BHEL,Equity,https://www.bseindia.com/stock-share-price/bharat-heavy-electricals-ltd/bhel/500103/,Bharat Heavy Electricals Ltd.,143112.80
500104,Hindustan Petroleum Corporation Ltd,Active,A,10.0,INE094A01015,,HINDPETRO,Equity,https://www.bseindia.com/stock-share-price/hindustan-petroleum-corporation-ltd/hindpetro/500104/,Hindustan Petroleum Corporation Ltd,84272.41
500106,IFCI Ltd,Active,A,10.0,INE039A01010,,IFCI,Equity,https://www.bseindia.com/stock-share-price/ifci-ltd/ifci/500106/,IFCI Ltd.,20185.80
500108,Mahanagar Telephone Nigam Ltd,Active,B,10.0,INE153A01019,,MTNL,Equity,https://www.bseindia.com/stock-share-price/mahanagar-telephone-nigam-ltd/mtnl/500108/,Mahanagar Telephone Nigam Ltd.,1745.10
500109,Mangalore Refinery and Petrochemicals Ltd,Active,A,10.0,INE103A01014,,MRPL,Equity,https://www.bseindia.com/stock-share-price/mangalore-refinery-and-petrochemicals-ltd/mrpl/500109/,Mangalore Refinery & Petrochemicals,29391.08
500110,Chennai Petroleum Corporation Ltd,Active,A,10.0,INE178A01016,,CHENNPETRO,Equity,https://www.bseindia.com/stock-share-price/chennai-petroleum-corporation-ltd/chennpetro/500110/,Chennai Petroleum Corporation Ltd.,19249.78
500112,State Bank of India,Active,A,1.0,INE062A01020,,SBIN,Equity,https://www.bseindia.com/stock-share-price/state-bank-of-india/sbin/500112/,State Bank Of India,1001383.55
500113,Steel Authority of India Ltd,Active,A,10.0,INE114A01011,,SAIL,Equity,https://www.bseindia.com/stock-share-price/steel-authority-of-india-ltd/sail/500113/,Steel Authority of India Ltd.,73515.64
500114,Titan Company Ltd,Active,A,1.0,INE280A01028,,TITAN,Equity,https://www.bseindia.com/stock-share-price/titan-company-ltd/titan/500114/,Titan Company Limited,442472.62
500116,IDBI Bank Ltd,Active,A,10.0,INE008A01015,,IDBI,Equity,https://www.bseindia.com/stock-share-price/idbi-bank-ltd/idbi/500116/,IDBI Bank Ltd,90868.55
500117,DCW Ltd,Active,B,2.0,INE500A01029,,DCW,Equity,https://www.bseindia.com/stock-share-price/dcw-ltd/dcw/500117/,DCW Ltd.,1376.60
500119,Dhampur Sugar Mills Ltd,Active,B,10.0,INE041A01016,,DHAMPURSUG,Equity,https://www.bseindia.com/stock-share-price/dhampur-sugar-mills-ltd/dhampursug/500119/,Dhampur Sugar Mills Ltd.,956.88
500120,Diamines & Chemicals Ltd,Active,B,10.0,INE591D01014,,DIAMINESQ,Equity,https://www.bseindia.com/stock-share-price/diamines--chemicals-ltd/diaminesq/500120/,Diamines & Chemicals Ltd.,265.36
500123,Elantas Beck India Ltd,Active,B,10.0,INE280B01018,,ELANTAS,Equity,https://www.bseindia.com/stock-share-price/elantas-beck-india-ltd/elantas/500123/,Elantas Beck India Ltd,9818.47
500124,Dr Reddys Laboratories Ltd,Active,A,1.0,INE089A01031,,DRREDDY,Equity,https://www.bseindia.com/stock-share-price/dr-reddys-laboratories-ltd/drreddy/500124/,Dr. Reddy's Laboratories Ltd.,98069.82
500125,EID Parry India Ltd,Active,A,1.0,INE126A01031,,EIDPARRY,Equity,https://www.bseindia.com/stock-share-price/eid-parry-india-ltd/eidparry/500125/,E.I.D. Parry (India) Ltd.,14416.19
500126,Procter & Gamble Health Ltd,Active,A,10.0,INE199A01012,,PGHL,Equity,https://www.bseindia.com/stock-share-price/procter--gamble-health-ltd/pghl/500126/,PROCTER & GAMBLE HEALTH LIMITED,10105.54
500128,Electrosteel Castings Ltd,Active,A,1.0,INE086A01029,,ELECTCAST,Equity,https://www.bseindia.com/stock-share-price/electrosteel-castings-ltd/electcast/500128/,Electrosteel Castings Ltd.,4457.73
500133,Esab India Ltd,Active,B,10.0,INE284A01012,,ESABINDIA,Equity,https://www.bseindia.com/stock-share-price/esab-india-ltd/esabindia/500133/,Esab India Ltd.,8658.73
500135,EPL Ltd,Active,A,2.0,INE255A01020,,EPL,Equity,https://www.bseindia.com/stock-share-price/epl-ltd/epl/500135/,EPL LIMITED,7328.41
500136,Ester Industries Ltd,Active,B,5.0,INE778B01029,,ESTER,Equity,https://www.bseindia.com/stock-share-price/ester-industries-ltd/ester/500136/,Ester Industries Ltd.,922.18
500142,FGP Ltd,Active,X,10.0,INE512A01016,,FGP,Equity,https://www.bseindia.com/stock-share-price/fgp-ltd/fgp/500142/,FGP Ltd,14.39
500143,PH Capital Ltd,Active,XT,10.0,INE160F01013,,PHCAP,Equity,https://www.bseindia.com/stock-share-price/ph-capital-ltd/phcap/500143/,P H CAPITAL LIMITED,297.01
500144,Finolex Cables Ltd,Active,A,2.0,INE235A01022,,FINCABLES,Equity,https://www.bseindia.com/stock-share-price/finolex-cables-ltd/fincables/500144/,Finolex Cables Ltd.,15820.81
500147,John Cockerill India Ltd,Active,B,10.0,INE515A01019,,COCKERILL,Equity,https://www.bseindia.com/stock-share-price/john-cockerill-india-ltd/cockerill/500147/,JOHN COCKERILL INDIA LIMITED,4666.83
500148,Uflex Ltd,Active,B,10.0,INE516A01017,,UFLEX,Equity,https://www.bseindia.com/stock-share-price/uflex-ltd/uflex/500148/,Uflex Limited,3468.68
500150,Foseco India Ltd,Active,B,10.0,INE519A01011,,FOSECOIND,Equity,https://www.bseindia.com/stock-share-price/foseco-india-ltd/fosecoind/500150/,Foseco India Ltd,4109.13
500151,Golden Tobacco Ltd,Active,Z,10.0,INE973A01010,,GOLDENTOBC,Equity,https://www.bseindia.com/stock-share-price/golden-tobacco-ltd/goldentobc/500151/,Golden Tobacco Ltd.,43.09
500153,Ganesh Benzoplast Ltd,Active,T,1.0,INE388A01029,,GANESHBE,Equity,https://www.bseindia.com/stock-share-price/ganesh-benzoplast-ltd/ganeshbe/500153/,Ganesh Benzoplast Ltd.,864.95
500159,Metroglobal Ltd,Active,B,10.0,INE085D01033,,METROGLOBL,Equity,https://www.bseindia.com/stock-share-price/metroglobal-ltd/metroglobl/500159/,Metroglobal Limited,166.27
500160,GTL Ltd,Active,B,10.0,INE043A01012,,GTL,Equity,https://www.bseindia.com/stock-share-price/gtl-ltd/gtl/500160/,GTL Ltd,116.87
500163,Godfrey Phillips India Ltd,Active,A,2.0,INE260B01028,,GODFRYPHLP,Equity,https://www.bseindia.com/stock-share-price/godfrey-phillips-india-ltd/godfryphlp/500163/,Godfrey Phillips India Ltd.,35813.41
500164,Godrej Industries Ltd,Active,A,1.0,INE233A01035,,GODREJIND,Equity,https://www.bseindia.com/stock-share-price/godrej-industries-ltd/godrejind/500164/,Godrej Industries Ltd.,43957.38
500165,Kansai Nerolac Paints Ltd,Active,A,1.0,INE531A01024,,KANSAINER,Equity,https://www.bseindia.com/stock-share-price/kansai-nerolac-paints-ltd/kansainer/500165/,Kansai Nerolac Paints,17076.01
500166,Goodricke Group Ltd,Active,X,10.0,INE300A01016,,GOODRICKE,Equity,https://www.bseindia.com/stock-share-price/goodricke-group-ltd/goodricke/500166/,Goodricke Group Ltd.,389.45
500168,Goodyear India Ltd,Active,B,10.0,INE533A01012,,GOODYEAR,Equity,https://www.bseindia.com/stock-share-price/goodyear-india-ltd/goodyear/500168/,Goodyear India Ltd.,1873.69
500170,GTN Industries Ltd,Active,X,10.0,INE537A01013,,GTNINDS,Equity,https://www.bseindia.com/stock-share-price/gtn-industries-ltd/gtninds/500170/,GTN Industries Limited,43.68
500171,GHCL Ltd,Active,A,10.0,INE539A01019,,GHCL,Equity,https://www.bseindia.com/stock-share-price/ghcl-ltd/ghcl/500171/,GHCL Ltd.,4032.56
500173,GFL Ltd,Active,B,1.0,INE538A01037,,GFLLIMITED,Equity,https://www.bseindia.com/stock-share-price/gfl-ltd/gfllimited/500173/,GFL LIMITED,569.02
500174,Gujarat Lease Financing Ltd,Active,T,10.0,INE540A01017,,GLFL,Equity,https://www.bseindia.com/stock-share-price/gujarat-lease-financing-ltd/glfl/500174/,Gujarat Lease Financing Limited,15.71
500179,HCL Infosystems Ltd,Active,B,2.0,INE236A01020,,HCL-INSYS,Equity,https://www.bseindia.com/stock-share-price/hcl-infosystems-ltd/hcl-insys/500179/,HCL Infosystems Ltd,382.21
500180,HDFC Bank Ltd,Active,A,1.0,INE040A01034,,HDFCBANK,Equity,https://www.bseindia.com/stock-share-price/hdfc-bank-ltd/hdfcbank/500180/,HDFC Bank Ltd.,1135672.17
500182,Hero MotoCorp Ltd,Active,A,2.0,INE158A01026,,HEROMOTOCO,Equity,https://www.bseindia.com/stock-share-price/hero-motocorp-ltd/heromotoco/500182/,Hero MotoCorp Limited,112472.24
500183,HFCL Ltd,Active,A,1.0,INE548A01028,,HFCL,Equity,https://www.bseindia.com/stock-share-price/hfcl-ltd/hfcl/500183/,HFCL LIMITED,31208.98
500184,Himadri Speciality Chemical Ltd,Active,A,1.0,INE019C01026,,HSCL,Equity,https://www.bseindia.com/stock-share-price/himadri-speciality-chemical-ltd/hscl/500184/,Himadri Speciality Chemical Ltd.,38379.40
500185,Hindustan Construction Company Ltd,Active,A,1.0,INE549A01026,,HCC,Equity,https://www.bseindia.com/stock-share-price/hindustan-construction-company-ltd/hcc/500185/,Hindustan Construction Co. Ltd.,5650.19
500186,Hindustan Oil Exploration Company Ltd,Active,B,10.0,INE345A01011,,HINDOILEXP,Equity,https://www.bseindia.com/stock-share-price/hindustan-oil-exploration-company-ltd/hindoilexp/500186/,Hindustan Oil Exploration Co. Ltd.,2088.12
500187,Agi Greenpac Ltd,Active,B,2.0,INE415A01038,,AGI,Equity,https://www.bseindia.com/stock-share-price/agi-greenpac-ltd/agi/500187/,AGI GREENPAC LIMITED,4595.13
500188,Hindustan Zinc Ltd,Active,A,2.0,INE267A01025,,HINDZINC,Equity,https://www.bseindia.com/stock-share-price/hindustan-zinc-ltd/hindzinc/500188/,Hindustan Zinc Ltd.,249336.07
500189,NDL Ventures Ltd,Active,B,10.0,INE353A01023,,NDLVENTURE,Equity,https://www.bseindia.com/stock-share-price/ndl-ventures-ltd/ndlventure/500189/,NDL Ventures Limited,429.31
500191,HMT Ltd,Active,Z,10.0,INE262A01018,,HMT,Equity,https://www.bseindia.com/stock-share-price/hmt-ltd/hmt/500191/,HMT Limited,8976.07
500192,Prag Bosimi Synthetics Ltd,Active,X,10.0,INE962B01011,,PRAGBOS,Equity,https://www.bseindia.com/stock-share-price/prag-bosimi-synthetics-ltd/pragbos/500192/,Prag Bosimi Synthetics Ltd.,14.58
500193,HLV Ltd,Active,B,2.0,INE102A01024,,HLVLTD,Equity,https://www.bseindia.com/stock-share-price/hlv-ltd/hlvltd/500193/,HLV LIMITED,479.28
500199,IG Petrochemicals Ltd,Active,B,10.0,INE204A01010,,IGPL,Equity,https://www.bseindia.com/stock-share-price/ig-petrochemicals-ltd/igpl/500199/,IG Petrochemicals Ltd,1550.83
500201,India Glycols Ltd,Active,A,5.0,INE560A01023,,INDIAGLYCO,Equity,https://www.bseindia.com/stock-share-price/india-glycols-ltd/indiaglyco/500201/,India Glycols Ltd,7723.16
500202,India Lease Development Ltd,Active,X,10.0,INE333C01013,,INDLEASE,Equity,https://www.bseindia.com/stock-share-price/india-lease-development-ltd/indlease/500202/,India Lease Devl. Ltd.,10.32
500206,Margo Finance Ltd,Active,X,10.0,INE680B01019,,MARGOFIN,Equity,https://www.bseindia.com/stock-share-price/margo-finance-ltd/margofin/500206/,Margo Finance Limited,31.53
500207,Indo Rama Synthetics (India) Ltd,Active,B,10.0,INE156A01020,,INDORAMA,Equity,https://www.bseindia.com/stock-share-price/indo-rama-synthetics-(india)-ltd/indorama/500207/,Indo Rama Synthetics (India) Ltd.,1580.00
500209,Infosys Ltd,Active,A,5.0,INE009A01021,,INFY,Equity,https://www.bseindia.com/stock-share-price/infosys-ltd/infy/500209/,Infosys Ltd,472789.09
500210,Ingersoll-Rand (India) Ltd,Active,B,10.0,INE177A01018,,INGERRAND,Equity,https://www.bseindia.com/stock-share-price/ingersoll-rand-(india)-ltd/ingerrand/500210/,Ingersoll-Rand (India) Ltd.,13720.87
500213,International Travel House Ltd,Active,X,10.0,INE262B01016,,ITHL,Equity,https://www.bseindia.com/stock-share-price/international-travel-house-ltd/ithl/500213/,International Travel House Ltd,242.51
500214,Ion Exchange India Ltd,Active,A,1.0,INE570A01022,,IONEXCHANG,Equity,https://www.bseindia.com/stock-share-price/ion-exchange-india-ltd/ionexchang/500214/,Ion Exchange (India) Ltd,5673.80
500215,Sundrop Brands Ltd,Active,B,10.0,INE209A01019,,SUNDROP,Equity,https://www.bseindia.com/stock-share-price/sundrop-brands-ltd/sundrop/500215/,SUNDROP BRANDS LIMITED,2508.16
500219,Jain Irrigation Systems Ltd,Active,A,2.0,INE175A01038,,JISLJALEQS,Equity,https://www.bseindia.com/stock-share-price/jain-irrigation-systems-ltd/jisljaleqs/500219/,Jain Irrigation Systems Ltd.,2246.02
500220,Jasch Industries Ltd,Active,XT,10.0,INE711C01028,,JASCH,Equity,https://www.bseindia.com/stock-share-price/jasch-industries-ltd/jasch/500220/,Jasch Industries Ltd.,197.75
500227,Jindal Poly Films Ltd,Active,B,10.0,INE197D01010,,JINDALPOLY,Equity,https://www.bseindia.com/stock-share-price/jindal-poly-films-ltd/jindalpoly/500227/,JINDAL POLY FILMS LIMITED,2776.28
500228,JSW Steel Ltd,Active,A,1.0,INE019A01038,,JSWSTEEL,Equity,https://www.bseindia.com/stock-share-price/jsw-steel-ltd/jswsteel/500228/,JSW Steel Limited,319865.38
500233,Kajaria Ceramics Ltd,Active,A,1.0,INE217B01036,,KAJARIACER,Equity,https://www.bseindia.com/stock-share-price/kajaria-ceramics-ltd/kajariacer/500233/,Kajaria Ceramics Ltd,18720.92
500234,Kakatiya Cement Sugar & Industries Ltd,Active,T,10.0,INE437B01014,,KAKATCEM,Equity,https://www.bseindia.com/stock-share-price/kakatiya-cement-sugar--industries-ltd/kakatcem/500234/,Kakatiya Cement Sugar & Industries Ltd.,92.47
500235,Kalyani Steels Ltd,Active,B,5.0,INE907A01026,,KSL,Equity,https://www.bseindia.com/stock-share-price/kalyani-steels-ltd/ksl/500235/,Kalyani Steels Ltd,3846.71
500236,Kanel Industries Ltd,Active,XT,10.0,INE252C01023,,KANELIND,Equity,https://www.bseindia.com/stock-share-price/kanel-industries-ltd/kanelind/500236/,Kanel Industries Limited,115.48
500238,Whirlpool of India Ltd,Active,A,10.0,INE716A01013,,WHIRLPOOL,Equity,https://www.bseindia.com/stock-share-price/whirlpool-of-india-ltd/whirlpool/500238/,Whirlpool of India Ltd,10529.09
500239,KG Denim Ltd,Active,X,10.0,INE104A01012,,KGDENIM,Equity,https://www.bseindia.com/stock-share-price/kg-denim-ltd/kgdenim/500239/,K.G.Denim Ltd,36.64
500240,Kinetic Engineering Ltd,Active,XT,10.0,INE266B01017,,KINETICENG,Equity,https://www.bseindia.com/stock-share-price/kinetic-engineering-ltd/kineticeng/500240/,Kinetic Engineering Ltd.,663.36
500241,Kirloskar Brothers Ltd,Active,A,2.0,INE732A01036,,KIRLOSBROS,Equity,https://www.bseindia.com/stock-share-price/kirloskar-brothers-ltd/kirlosbros/500241/,Kirloskar Brothers Ltd.,15575.27
500243,Kirloskar Industries Ltd,Active,B,10.0,INE250A01039,,KIRLOSIND,Equity,https://www.bseindia.com/stock-share-price/kirloskar-industries-ltd/kirlosind/500243/,Kirloskar Industries Ltd,3952.94
500245,Kirloskar Ferrous Industries Ltd,Active,B,5.0,INE884B01025,,KIRLFER,Equity,https://www.bseindia.com/stock-share-price/kirloskar-ferrous-industries-ltd/kirlfer/500245/,Kirloskar Ferrous Industries Ltd.,7338.86
500246,Envair Electrodyne Ltd,Active,XT,10.0,INE601C01013,,ENVAIREL,Equity,https://www.bseindia.com/stock-share-price/envair-electrodyne-ltd/envairel/500246/,Envair Electrodyne Ltd.,23.10
500247,Kotak Mahindra Bank Ltd,Active,A,1.0,INE237A01036,,KOTAKBANK,Equity,https://www.bseindia.com/stock-share-price/kotak-mahindra-bank-ltd/kotakbank/500247/,Kotak Mahindra Bank Ltd.,391926.41
500248,Krishna Filament Industries Ltd,Active,X,10.0,INE073A01019,,KRIFILIND,Equity,https://www.bseindia.com/stock-share-price/krishna-filament-industries-ltd/krifilind/500248/,KRISHNA FILAMENT INDUSTRIES LIMITED,3.95
500249,KSB Ltd,Active,A,2.0,INE999A01023,,KSB,Equity,https://www.bseindia.com/stock-share-price/ksb-ltd/ksb/500249/,KSB LIMITED,13715.16
500250,LG Balakrishnan & Bros Ltd,Active,A,10.0,INE337A01034,,LGBBROSLTD,Equity,https://www.bseindia.com/stock-share-price/lg-balakrishnan--bros-ltd/lgbbrosltd/500250/,L.g.Balkrishnan & Bros. Ltd.,4839.67
500251,Trent Ltd,Active,A,1.0,INE849A01020,,TRENT,Equity,https://www.bseindia.com/stock-share-price/trent-ltd/trent/500251/,Trent Ltd [Lakme Ltd],165835.21
500252,LMW Ltd,Active,A,10.0,INE269B01029,,LMW,Equity,https://www.bseindia.com/stock-share-price/lmw-ltd/lmw/500252/,LMW Limited,17814.06
500253,LIC Housing Finance Ltd,Active,A,2.0,INE115A01026,,LICHSGFIN,Equity,https://www.bseindia.com/stock-share-price/lic-housing-finance-ltd/lichsgfin/500253/,Lic Housing Finance Ltd.,27833.19
500257,Lupin Ltd,Active,A,2.0,INE326A01037,,LUPIN,Equity,https://www.bseindia.com/stock-share-price/lupin-ltd/lupin/500257/,Lupin Ltd,109347.72
500259,Lyka Labs Ltd,Active,T,10.0,INE933A01014,,LYKALABS,Equity,https://www.bseindia.com/stock-share-price/lyka-labs-ltd/lykalabs/500259/,Lyka Labs Ltd.,246.26
500260,The Ramco Cements Ltd,Active,A,1.0,INE331A01037,,RAMCOCEM,Equity,https://www.bseindia.com/stock-share-price/the-ramco-cements-ltd/ramcocem/500260/,The Ramco Cements Limited,22133.51
500262,Hybrid Financial Services Ltd,Active,T,5.0,INE965B01022,,HYBRIDFIN,Equity,https://www.bseindia.com/stock-share-price/hybrid-financial-services-ltd/hybridfin/500262/,HYBRID FINANCIAL SERVICES LIMITED,51.60
500264,Mafatlal Industries Ltd,Active,B,2.0,INE270B01035,,MAFATIND,Equity,https://www.bseindia.com/stock-share-price/mafatlal-industries-ltd/mafatind/500264/,Mafatlal Industries Ltd.,959.26
